ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
KNA,2002,Saint Kitts and Nevis,Caribbean,10.653257766225,14739.202,7
LCA,2002,Saint Lucia,Caribbean,8.9182570985289,8240.79,9
VCT,2002,Saint Vincent and the Grenadines,Caribbean,9.2297734627832,7635.487,11
WSM,2002,Samoa,Australia and Oceania,1.5127067365873,4158.464,6
STP,2002,Sao Tome and Principe,Sub-Saharan Africa,1.3583880461852,1221.348,1
SAU,2002,Saudi Arabia,Middle East and North Africa,23.332936683062,17774.153,13
SEN,2002,Senegal,Sub-Saharan Africa,5.3267212381076,1388.281,9
SYC,2002,Seychelles,Sub-Saharan Africa,54.146542228033,14224.595,8
SLE,2002,Sierra Leone,Sub-Saharan Africa,1.4870664063931,749.978,3
SGP,2002,Singapore,East Asia,80.096918964306,34251.539,15
SVK,2002,Slovakia (Slovak Republic),Eastern Europe,54.055019061929,12693.618,12
SVN,2002,Slovenia,Eastern Europe,83.776814113935,19449.134,12
SLB,2002,Solomon Islands,Australia and Oceania,0.23119273698413,1917.718,9
ZAF,2002,South Africa,Sub-Saharan Africa,29.776984468571,7187.981,14
KOR,2002,Korea,East Asia,69.712673793782,18877.839,17
ESP,2002,Spain,Wester Europe,81.09707953261,24072.077,17
LKA,2002,Sri Lanka,South Asia,4.8357307955156,2866.994,13
SDN,2002,Sudan,Sub-Saharan Africa,0.53265974445578,1444.487,7
SUR,2002,Suriname,South America,22.570969737492,6598.222,10
SWZ,2002,Swaziland,Sub-Saharan Africa,6.2801481745549,3935.908,5
SWE,2002,Sweden,Wester Europe,89.202792544536,28464.788,22
CHE,2002,Switzerland,Wester Europe,79.214172290838,33435.473,16
SYR,2002,Syrian Arab Republic,Middle East and North Africa,2.3536782931313,3623.744,4
TJK,2002,Tajikistan,Former Soviet Republics,0.2099968357295,1060.274,7
TZA,2002,Tanzania,Sub-Saharan Africa,1.6935996696183,878.406,9
THA,2002,Thailand,East Asia,26.994274130299,5464.566,17
BHS,2002,Bahamas,Caribbean,39.399234400836,26776.077,13
TGO,2002,Togo,Sub-Saharan Africa,3.2230387803752,725.431,6
TON,2002,Tonga,Australia and Oceania,3.3860660454504,5869.859,8
TTO,2002,Trinidad and Tobago,Caribbean,20.56564685773,11911.628,12
TUN,2002,Tunisia,Middle East and North Africa,5.8908250523404,5737.121,16
TUR,2002,Turkey,Wester Europe,35.869414031801,8092.769,17
TKM,2002,Turkmenistan,Former Soviet Republics,0.1776673084544,2677.379,6
ARE,2002,United Arab Emirates,Middle East and North Africa,75.313100094945,39553.968,21
UGA,2002,Uganda,Sub-Saharan Africa,1.5160286563375,866.554,8
GBR,2002,United Kingdom of Great Britain & Northern Ireland,Wester Europe,82.959258608333,27721.414,18
UKR,2002,Ukraine,Former Soviet Republics,7.6879407652773,4010.604,10
URY,2002,Uruguay,South America,15.432847483095,7588.29,11
USA,2002,United States of America,North America,49.156350153897,38123.179,19
UZB,2002,Uzbekistan,Former Soviet Republics,0.73946505618114,1558.825,10
VUT,2002,Vanuatu,Australia and Oceania,2.5264243361691,3323.546,9
VEN,2002,Venezuela,South America,25.884568622045,8092.834,15
VNM,2002,Vietnam,East Asia,2.3631965590329,1650.956,11
YEM,2002,Yemen,Middle East and North Africa,2.623390739552,2128.195,11
ZWE,2002,Zimbabwe,Sub-Saharan Africa,2.6870607230085,1152.717,6
ALB,2001,Albania,Eastern Europe,11.948872883347,4234.649,6
DZA,2001,Algeria,Middle East and North Africa,0.31104007508756,4616.079,12
AGO,2001,Angola,Sub-Saharan Africa,0.52136617680723,2303.566,9
ATG,2001,Antigua and Barbuda,Caribbean,31.656789748265,12866.575,6
ARG,2001,Argentina,South America,18.087424420889,9137.476,13
ARM,2001,Armenia,Former Soviet Republics,0.83347494738493,2164.736,6
AUS,2001,Australia,Australia and Oceania,57.124509621852,28585.732,15
AUT,2001,Austria,Wester Europe,81.260311276312,29647.592,17
AZE,2001,Azerbaijan,Former Soviet Republics,8.907406532936,2595.679,8
BHR,2001,Bahrain,Middle East and North Africa,42.87476618929,24203.643,16
BGD,2001,Bangladesh,South Asia,0.3859585231306,936.565,10
BRB,2001,Barbados,Caribbean,19.79567343531,16939.758,11
BLR,2001,Belarus,Former Soviet Republics,1.3944212464843,5478.298,9
BEL,2001,Belgium,Wester Europe,74.722533013293,27976.434,16
BLZ,2001,Belize,Central America,15.968727314252,6080.999,9
BEN,2001,Benin,Sub-Saharan Africa,1.7421818890854,1138.217,7
BOL,2001,Bolivia,South America,8.996551646971,3170.267,11
BIH,2001,Bosnia and Herzegovina,Eastern Europe,11.864116936162,4652.552,6
BWA,2001,Botswana,Sub-Saharan Africa,18.631462489956,8358.414,4
BRA,2001,Brazil,South America,16.24346531627,7371.597,12
BRN,2001,Brunei Darussalam,East Asia,42.169889771581,44496.266,12
BGR,2001,Bulgaria,Eastern Europe,19.502347893954,6908.245,9
BFA,2001,Burkina Faso,Sub-Saharan Africa,0.63774895195746,918.367,6
BDI,2001,Burundi,Sub-Saharan Africa,0.48858258414218,403.659,9
KHM,2001,Cambodia,East Asia,1.7659521132344,989.528,9
CMR,2001,Cameroon,Sub-Saharan Africa,2.5521943140368,1770.474,8
CAN,2001,Canada,North America,34.366259581342,30694.716,17
CPV,2001,Cape Verde,Sub-Saharan Africa,6.9889443936719,2301.373,5
CAF,2001,Central African Republic,Sub-Saharan Africa,0.29697263397178,648.31,7
TCD,2001,Chad,Sub-Saharan Africa,0.25827828875137,1119.756,2
CHL,2001,Chile,South America,32.615184744012,10185.825,13
CHN,2001,China,East Asia,11.244745243079,2620.935,15
COL,2001,Colombia,South America,8.0507146096191,6020.64,8
COD,2001,Congo,Sub-Saharan Africa,0.29417865163568,339.437,7
COG,2001,Congo,Sub-Saharan Africa,4.6792586556927,2986.595,6
CRI,2001,Costa Rica,Central America,8.1461312454404,7125.632,10
HRV,2001,Croatia,Eastern Europe,39.466680339454,12029.716,12
CYP,2001,Cyprus,Wester Europe,32.694873845661,21051.797,14
CZE,2001,Czech Republic,Eastern Europe,67.900064849163,16394.914,11
DNK,2001,Denmark,Wester Europe,73.938094362362,29200.575,20
DJI,2001,Djibouti,Middle East and North Africa,0.40886863323393,1829.14,6
DMA,2001,Dominica,Caribbean,11.068044788975,8397.875,6
DOM,2001,Dominican Republic,Caribbean,14.433901431682,5507.185,12
ECU,2001,Ecuador,South America,6.7221720213234,5732.935,8
EGY,2001,Egypt,Middle East and North Africa,4.0555665750475,4059.318,15
SLV,2001,El Salvador,Central America,14.331481184148,4992.092,9
GNQ,2001,Equatorial Guinea,Sub-Saharan Africa,2.8058781276188,10320.431,6
EST,2001,Estonia,Former Soviet Republics,48.004163506073,11080.635,11
ETH,2001,Ethiopia,Sub-Saharan Africa,0.040466845542877,503.894,3
FJI,2001,Fiji,Australia and Oceania,9.9340861666871,3446.849,8
FIN,2001,Finland,Wester Europe,80.480366514852,25570.782,22
FRA,2001,France,Wester Europe,62.075430841315,26975.713,16
GAB,2001,Gabon,Sub-Saharan Africa,11.874933203501,13876.275,10
GMB,2001,Gambia,Sub-Saharan Africa,4.3487322480384,1507.63,10
GEO,2001,Georgia,Former Soviet Republics,6.435462134981,2410.559,7
DEU,2001,Germany,Wester Europe,67.149648182192,27082.102,17
GHA,2001,Ghana,Sub-Saharan Africa,1.2636295369938,1506.249,10
GRC,2001,Greece,Wester Europe,72.312647741096,20081.04,9
GRD,2001,Grenada,Caribbean,6.29755814981,9636.244,12
GTM,2001,Guatemala,Central America,9.9873037544089,3825.622,12
GIN,2001,Guinea,Sub-Saharan Africa,0.62583238686537,903.182,9
GUY,2001,Guyana,South America,10.074138274637,4650.331,10
HTI,2001,Haiti,Caribbean,1.0492822049651,1063.242,4
HND,2001,Honduras,Central America,3.7333465304224,3151.801,6
HKG,2001,Hong Kong,East Asia,83.803392317031,27467.931,18
HUN,2001,Hungary,Wester Europe,48.718778595408,12799.858,12
ISL,2001,Iceland,Wester Europe,87.372531620609,28697.869,16
IND,2001,India,South Asia,0.61043094087241,1643.69,7
IDN,2001,Indonesia,East Asia,3.0763483449298,2542.674,18
IRN,2001,Iran,Middle East and North Africa,3.1477019486499,7198.629,8
IRL,2001,Ireland,Wester Europe,76.827167328018,31598.793,17
ISR,2001,Israel,Middle East and North Africa,89.738807979,22277.621,12
ITA,2001,Italy,Wester Europe,89.590544150406,25726.864,17
CIV,2001,Cote d'Ivoire,Sub-Saharan Africa,4.4368899158371,1609.341,6
JAM,2001,Jamaica,Caribbean,22.955157985517,7007.512,11
JPN,2001,Japan,East Asia,59.4304589995,26320.013,21
JOR,2001,Jordan,Middle East and North Africa,17.629676728738,3394.464,12
KAZ,2001,Kazakhstan,Former Soviet Republics,3.997457287478,5615.999,8
KEN,2001,Kenya,Sub-Saharan Africa,1.8705465793221,1238.15,10
KIR,2001,Kiribati,Australia and Oceania,0.46171829339567,5254.052,4
KWT,2001,Kuwait,Middle East and North Africa,44.325872309659,31391.92,16
KGZ,2001,Kyrgyz Republic,Former Soviet Republics,0.54128153816977,1429.386,4
LAO,2001,Lao People's Democratic Republic,East Asia,0.54622815087397,1249.366,10
LVA,2001,Latvia,Former Soviet Republics,28.006330935497,8481.438,10
LBN,2001,Lebanon,Middle East and North Africa,22.836371217536,9110.252,7
LSO,2001,Lesotho,Sub-Saharan Africa,2.8657861831901,1078.677,6
LBR,2001,Liberia,Sub-Saharan Africa,0.066694011211263,509.269,2
LBY,2001,Libyan Arab Jamahiriya,Middle East and North Africa,0.95080949067608,9527.093,5
LTU,2001,Lithuania,Former Soviet Republics,29.256022636942,9322.852,10
LUX,2001,Luxembourg,Wester Europe,92.940152725174,57554.317,17
MKD,2001,Macedonia,Eastern Europe,10.81183556422,6197.054,6
MDG,2001,Madagascar,Sub-Saharan Africa,0.93081007864746,825.808,8
MWI,2001,Malawi,Sub-Saharan Africa,0.4794734928504,536.09,7
MYS,2001,Malaysia,East Asia,30.866336350195,9114.587,16
MDV,2001,Maldives,South Asia,6.8015162478266,4174.412,6
MLI,2001,Mali,Sub-Saharan Africa,0.22718476823499,727.34,6
MLT,2001,Malta,Middle East and North Africa,59.892031439964,18859.589,11
MRT,2001,Mauritania,Sub-Saharan Africa,4.060591824559,1415.309,2
MUS,2001,Mauritius,Sub-Saharan Africa,22.545786196731,8667.253,12
MEX,2001,Mexico,North America,20.654627306998,11031.282,14
MDA,2001,Moldova,Former Soviet Republics,5.5690257224635,1608.184,7
MNG,2001,Mongolia,East Asia,8.0589535180225,2120.166,6
MAR,2001,Morocco,Middle East and North Africa,16.442277488877,2901.279,15
MOZ,2001,Mozambique,Sub-Saharan Africa,0.8125959937972,514.309,5
MMR,2001,Myanmar,East Asia,0.046367459962483,603.889,9
NAM,2001,Namibia,Sub-Saharan Africa,5.5196496420512,4208.234,7
NPL,2001,Nepal,South Asia,0.073075092118539,884.262,3
NLD,2001,Netherlands,Wester Europe,76.47250631619,30828.626,17
NZL,2001,New Zealand,Australia and Oceania,58.564299274832,20693.777,15
NIC,2001,Nicaragua,Central America,3.1951963967149,2845.823,9
NER,2001,Niger,Sub-Saharan Africa,0.018800626168738,514.971,5
NGA,2001,Nigeria,Sub-Saharan Africa,0.21146860594222,1218.346,9
NOR,2001,Norway,Wester Europe,79.597638699384,40676.459,21
OMN,2001,Oman,Middle East and North Africa,14.171819490508,16463.51,17
PAK,2001,Pakistan,South Asia,0.50326411854026,1963.908,12
PAN,2001,Panama,Central America,15.246426255347,6703.475,6
PNG,2001,Papua New Guinea,Australia and Oceania,0.19389024652329,1686.218,6
PRY,2001,Paraguay,South America,21.059875790684,4012.917,10
PER,2001,Peru,South America,6.799862189039,5125.306,12
PHL,2001,Philippines,East Asia,15.333552439996,2515.064,11
POL,2001,Poland,Eastern Europe,26.144486566819,10745.763,10
PRT,2001,Portugal,Wester Europe,77.072737390659,19020.988,13
QAT,2001,Qatar,Middle East and North Africa,29.082489931482,59030.635,12
ROU,2001,Romania,Eastern Europe,17.398709421223,6639.521,9
RUS,2001,Russian Federation,Former Soviet Republics,5.3023779866774,8248.512,11
RWA,2001,Rwanda,Sub-Saharan Africa,0.76859697234281,602.679,4
KNA,2001,Saint Kitts and Nevis,Caribbean,4.5440775522569,14635.548,6
LCA,2001,Saint Lucia,Caribbean,1.6996204181066,8184.098,8
VCT,2001,Saint Vincent and the Grenadines,Caribbean,6.9377436590764,7117.7,10
WSM,2001,Samoa,Australia and Oceania,1.4073010779926,3866.849,5
SAU,2001,Saudi Arabia,Middle East and North Africa,12.226534380165,17911.928,12
SEN,2001,Senegal,Sub-Saharan Africa,2.9825820787938,1394.739,8
SYC,2001,Seychelles,Sub-Saharan Africa,45.235717016265,14100.65,7
SLE,2001,Sierra Leone,Sub-Saharan Africa,0.62490560776979,611.082,2
SGP,2001,Singapore,East Asia,74.357166931293,32670.027,14
SVK,2001,Slovakia (Slovak Republic),Eastern Europe,39.713577379141,11965.804,11
SVN,2001,Slovenia,Eastern Europe,73.883568239341,18485.122,11
SLB,2001,Solomon Islands,Australia and Oceania,0.23011098631232,1995.17,8
ZAF,2001,South Africa,Sub-Saharan Africa,23.76536798305,6925.168,13
KOR,2001,Korea,East Asia,62.878875062531,17448.458,16
ESP,2001,Spain,Wester Europe,72.762876265054,23480.722,16
LKA,2001,Sri Lanka,South Asia,3.507158830073,2856.608,12
SDN,2001,Sudan,Sub-Saharan Africa,0.29668392023206,1379.171,6
SUR,2001,Suriname,South America,18.381110134541,6339.392,9
SWZ,2001,Swaziland,Sub-Saharan Africa,5.1158840759272,3834.949,4
SWE,2001,Sweden,Wester Europe,80.75654186492,27451.765,21
CHE,2001,Switzerland,Wester Europe,73.266907223839,33133.237,15
SYR,2001,Syrian Arab Republic,Middle East and North Africa,1.1975342291209,3465.048,3
TJK,2001,Tajikistan,Former Soviet Republics,0.026152863971253,976.791,6
TZA,2001,Tanzania,Sub-Saharan Africa,0.78918413350397,823.658,8
THA,2001,Thailand,East Asia,11.815543743733,5152.705,16
BHS,2001,Bahamas,Caribbean,19.984818732364,26051.51,12
TGO,2001,Togo,Sub-Saharan Africa,1.9029591014027,741.499,5
TON,2001,Tonga,Australia and Oceania,0.23965230106828,5645.003,7
TTO,2001,Trinidad and Tobago,Caribbean,20.128628432338,10914.614,11
TUN,2001,Tunisia,Middle East and North Africa,4.032357658214,5612.393,15
TUR,2001,Turkey,Wester Europe,30.534799238138,7608.364,16
TKM,2001,Turkmenistan,Former Soviet Republics,0.17955683974689,2313.41,5
ARE,2001,United Arab Emirates,Middle East and North Africa,60.959118854291,40215.265,20
UGA,2001,Uganda,Sub-Saharan Africa,1.1301005543161,823.031,7
GBR,2001,United Kingdom of Great Britain & Northern Ireland,Wester Europe,78.316833293204,26782.199,17
UKR,2001,Ukraine,Former Soviet Republics,4.5917019075213,3722.036,9
URY,2001,Uruguay,South America,15.630544054549,8040.773,10
USA,2001,United States of America,North America,45.001698472665,37253.443,18
UZB,2001,Uzbekistan,Former Soviet Republics,0.51117824044744,1494.448,9
VUT,2001,Vanuatu,Australia and Oceania,0.1849063581372,3531.646,8
VEN,2001,Venezuela,South America,26.087882840506,8914.696,14
VNM,2001,Vietnam,East Asia,1.5712672245458,1538.553,10
YEM,2001,Yemen,Middle East and North Africa,0.81995058344184,2080.735,10
ZWE,2001,Zimbabwe,Sub-Saharan Africa,2.4970308186511,1226.996,5
ALB,2000,Albania,Eastern Europe,0.90140601304468,3846.9,5
DZA,2000,Algeria,Middle East and North Africa,0.27112702998088,4445.639,11
AGO,2000,Angola,Sub-Saharan Africa,0.18532229605463,2247.366,8
ATG,2000,Antigua and Barbuda,Caribbean,28.332989903153,13417.962,5
ARG,2000,Argentina,South America,17.581059048561,9432.552,12
ARM,2000,Armenia,Former Soviet Republics,0.56844742917813,1929.032,5
AUS,2000,Australia,Australia and Oceania,44.456266679862,27581.457,14
AUT,2000,Austria,Wester Europe,76.269328857337,28847.674,16
AZE,2000,Azerbaijan,Former Soviet Republics,5.1787800105005,2407.195,7
BHR,2000,Bahrain,Middle East and North Africa,30.786440180834,23431.261,15
BGD,2000,Bangladesh,South Asia,0.21075171397231,888.861,9
BRB,2000,Barbados,Caribbean,10.654216100902,17044.798,10
BLR,2000,Belarus,Former Soviet Republics,0.49444670418957,5097.629,8
BEL,2000,Belgium,Wester Europe,54.818773750095,27195.455,15
BLZ,2000,Belize,Central America,7.0465157217942,5831.121,8
BEN,2000,Benin,Sub-Saharan Africa,0.79828864964085,1081.818,6
BOL,2000,Bolivia,South America,6.8581685033944,3119.029,10
BIH,2000,Bosnia and Herzegovina,Eastern Europe,2.5282521743792,4463.409,5
BWA,2000,Botswana,Sub-Saharan Africa,12.657694224881,8273.865,3
BRA,2000,Brazil,South America,13.287977166119,7218.024,11
BRN,2000,Brunei Darussalam,East Asia,28.631619555095,43386.476,11
BGR,2000,Bulgaria,Eastern Europe,9.2179045179973,6278.787,8
BFA,2000,Burkina Faso,Sub-Saharan Africa,0.2174803737854,863.931,5
BDI,2000,Burundi,Sub-Saharan Africa,0.24452053747772,407.729,8
KHM,2000,Cambodia,East Asia,1.0488273069971,909.217,8
CMR,2000,Cameroon,Sub-Saharan Africa,0.64842328587915,1702.448,7
CAN,2000,Canada,North America,28.429094622757,29821.375,16
CPV,2000,Cape Verde,Sub-Saharan Africa,4.4592768056127,2159.928,4
CAF,2000,Central African Republic,Sub-Saharan Africa,0.13651920283999,642.7,6
TCD,2000,Chad,Sub-Saharan Africa,0.066891039483105,1004.902,1
CHL,2000,Chile,South America,22.010071952315,9744.623,12
CHN,2000,China,East Asia,6.6587079616919,2382.384,14
COL,2000,Colombia,South America,5.6564286556434,5864.038,7
COD,2000,Congo,Sub-Saharan Africa,0.030225969346837,349.125,6
COG,2000,Congo,Sub-Saharan Africa,2.2391373051791,2894.344,5
CRI,2000,Costa Rica,Central America,5.3851447021927,7150.954,9
HRV,2000,Croatia,Eastern Europe,23.082762092697,11148.71,11
CYP,2000,Cyprus,Wester Europe,23.145023730848,20011.327,13
CZE,2000,Czech Republic,Eastern Europe,42.398441504418,15476.66,10
DNK,2000,Denmark,Wester Europe,62.993751663311,28449.114,19
DJI,2000,Djibouti,Middle East and North Africa,0.031816867643214,1805.88,5
DMA,2000,Dominica,Caribbean,1.7221831541785,8159.815,5
DOM,2000,Dominican Republic,Caribbean,8.1426378794243,5382.933,11
ECU,2000,Ecuador,South America,3.8475197690721,5468.606,7
EGY,2000,Egypt,Middle East and North Africa,2.010246536582,3918.131,14
SLV,2000,El Salvador,Central America,12.479505081062,4822.483,8
GNQ,2000,Equatorial Guinea,Sub-Saharan Africa,0.96491752849884,6375.883,5
EST,2000,Estonia,Former Soviet Republics,40.772496060001,10154.346,10
ETH,2000,Ethiopia,Sub-Saharan Africa,0.026894684477732,470.664,2
FJI,2000,Fiji,Australia and Oceania,6.7833676462797,3317.011,7
FIN,2000,Finland,Wester Europe,72.030096888196,24505.192,21
FRA,2000,France,Wester Europe,49.064078662599,26076.111,15
GAB,2000,Gabon,Sub-Saharan Africa,9.7144439209439,13612.145,9
GMB,2000,Gambia,Sub-Saharan Africa,0.45570580284377,1435.162,9
GEO,2000,Georgia,Former Soviet Republics,4.1053497234479,2233.652,6
DEU,2000,Germany,Wester Europe,57.718333979365,26106.468,16
GHA,2000,Ghana,Sub-Saharan Africa,0.69080884528549,1445.175,9
GRC,2000,Greece,Wester Europe,53.995323332377,18894.777,8
GRD,2000,Grenada,Caribbean,4.2314505018697,9636.778,11
GTM,2000,Guatemala,Central America,7.6474206106773,3741.747,11
GIN,2000,Guinea,Sub-Saharan Africa,0.48149306756087,867.275,8
GUY,2000,Guyana,South America,5.3501076603387,4452.268,9
HTI,2000,Haiti,Caribbean,0.64115760889712,1067.798,3
HND,2000,Honduras,Central America,2.4900887025241,3061.837,5
HKG,2000,Hong Kong,East Asia,79.694310462699,26778.017,17
HUN,2000,Hungary,Wester Europe,30.088468310161,12039.44,11
ISL,2000,Iceland,Wester Europe,76.418335052096,27413.869,15
IND,2000,India,South Asia,0.33941563954247,1560.964,6
IDN,2000,Indonesia,East Asia,1.7561739568225,2432.569,17
IRN,2000,Iran,Middle East and North Africa,1.473157082166,6865.122,7
IRL,2000,Ireland,Wester Europe,64.69879961512,29872.568,16
ISR,2000,Israel,Middle East and North Africa,73.166136517036,22238.995,11
ITA,2000,Italy,Wester Europe,74.133887246334,24707.121,16
CIV,2000,Cote d'Ivoire,Sub-Saharan Africa,2.9318843602004,1602.716,5
JAM,2000,Jamaica,Caribbean,14.213866491481,6823.527,10
JPN,2000,Japan,East Asia,53.121388262565,25708.532,20
JOR,2000,Jordan,Middle East and North Africa,8.0576189079314,3230.898,11
KAZ,2000,Kazakhstan,Former Soviet Republics,1.353628011222,4832.524,7
KEN,2000,Kenya,Sub-Saharan Africa,0.40764452184399,1189.857,9
KIR,2000,Kiribati,Australia and Oceania,0.357100345197,5202.872,3
KWT,2000,Kuwait,Middle East and North Africa,24.970740691973,31894.472,15
KGZ,2000,Kyrgyz Republic,Former Soviet Republics,0.18164021110629,1339.481,3
LAO,2000,Lao People's Democratic Republic,East Asia,0.23849646233069,1185.168,9
LVA,2000,Latvia,Former Soviet Republics,16.920734342801,7632.061,9
LBN,2000,Lebanon,Middle East and North Africa,22.964844933207,8895.803,6
LSO,2000,Lesotho,Sub-Saharan Africa,1.0998646555438,1019.772,5
LBR,2000,Liberia,Sub-Saharan Africa,0.05186779383451,501.001,1
LBY,2000,Libyan Arab Jamahiriya,Middle East and North Africa,0.77276990679429,9632.14,4
LTU,2000,Lithuania,Former Soviet Republics,14.971308800958,8497.44,9
LUX,2000,Luxembourg,Wester Europe,69.540552749185,55498.363,16
MKD,2000,Macedonia,Eastern Europe,5.6403861550614,6366.305,5
MDG,2000,Madagascar,Sub-Saharan Africa,0.41065401601846,785.518,7
MWI,2000,Malawi,Sub-Saharan Africa,0.43280499326237,559.126,6
MYS,2000,Malaysia,East Asia,21.868419163843,9101.777,15
MDV,2000,Maldives,South Asia,2.7953856739229,4030.582,5
MLI,2000,Mali,Sub-Saharan Africa,0.10133933013709,655.08,5
MLT,2000,Malta,Middle East and North Africa,28.796738966333,18981.586,10
MRT,2000,Mauritania,Sub-Saharan Africa,0.57894392303754,1384.227,1
MUS,2000,Mauritius,Sub-Saharan Africa,15.04982747045,8299.319,11
MEX,2000,Mexico,North America,13.552894143745,11045.498,13
MDA,2000,Moldova,Former Soviet Republics,3.3846831157396,1477.555,6
MNG,2000,Mongolia,East Asia,6.4484563538359,2042.311,5
MAR,2000,Morocco,Middle East and North Africa,8.1574014851835,2671.189,14
MOZ,2000,Mozambique,Sub-Saharan Africa,0.27941599567249,460.408,4
MMR,2000,Myanmar,East Asia,0.027649474748726,530.327,8
NAM,2000,Namibia,Sub-Saharan Africa,4.3204441838128,4070.611,6
NPL,2000,Nepal,South Asia,0.044107668777719,835.025,2
NLD,2000,Netherlands,Wester Europe,67.80002931382,29791.788,16
NZL,2000,New Zealand,Australia and Oceania,39.968564283552,19884.135,14
NIC,2000,Nicaragua,Central America,1.7796465856108,2736.756,8
NER,2000,Niger,Sub-Saharan Africa,0.018823665559128,480.422,4
NGA,2000,Nigeria,Sub-Saharan Africa,0.024414712803996,1131.48,8
NOR,2000,Norway,Wester Europe,71.790274421887,39151.956,20
OMN,2000,Oman,Middle East and North Africa,7.1549618998279,15508.522,16
PAK,2000,Pakistan,South Asia,0.21207331258856,1921.645,11
PAN,2000,Panama,Central America,13.434574697232,6639.759,5
PNG,2000,Papua New Guinea,Australia and Oceania,0.15914259325087,1689.76,5
PRY,2000,Paraguay,South America,15.341517494593,4037.474,9
PER,2000,Peru,South America,4.8994349248156,5077.166,11
PHL,2000,Philippines,East Asia,8.3119193763425,2445.617,10
POL,2000,Poland,Eastern Europe,17.615063936912,10377.545,9
PRT,2000,Portugal,Wester Europe,64.669385161852,18354.818,12
QAT,2000,Qatar,Middle East and North Africa,20.356648975144,57238.674,11
ROU,2000,Romania,Eastern Europe,11.260975564584,6139.623,8
RUS,2000,Russian Federation,Former Soviet Republics,2.2234504922263,7673.196,10
RWA,2000,Rwanda,Sub-Saharan Africa,0.48157993782433,567.37,3
KNA,2000,Saint Kitts and Nevis,Caribbean,2.6348146847005,14149.991,5
LCA,2000,Saint Lucia,Caribbean,1.5912620617664,8389.421,7
VCT,2000,Saint Vincent and the Grenadines,Caribbean,2.1881980036516,6843.041,9
WSM,2000,Samoa,Australia and Oceania,1.4160374740157,3532.508,4
SAU,2000,Saudi Arabia,Middle East and North Africa,6.8638665788388,17843.112,11
SEN,2000,Senegal,Sub-Saharan Africa,2.5376104819473,1337.824,7
SYC,2000,Seychelles,Sub-Saharan Africa,32.543184496202,14117.669,6
SLE,2000,Sierra Leone,Sub-Saharan Africa,0.2881889592734,524.584,1
SGP,2000,Singapore,East Asia,70.119129015982,33194.845,13
SVK,2000,Slovakia (Slovak Republic),Eastern Europe,23.011501717441,11307.5,10
SVN,2000,Slovenia,Eastern Europe,61.09944736108,17575.94,10
SLB,2000,Solomon Islands,Australia and Oceania,0.28160261491638,2176.637,7
ZAF,2000,South Africa,Sub-Saharan Africa,18.630315470959,6780.689,12
KOR,2000,Korea,East Asia,58.325413830026,16527.831,15
ESP,2000,Spain,Wester Europe,60.236731641582,22393.759,15
LKA,2000,Sri Lanka,South Asia,2.2826745541496,2877.181,11
SDN,2000,Sudan,Sub-Saharan Africa,0.067275600552467,1280.882,5
SUR,2000,Suriname,South America,8.7959748686432,5995.127,8
SWZ,2000,Swaziland,Sub-Saharan Africa,3.1019935478534,3744.679,3
SWE,2000,Sweden,Wester Europe,71.822543101641,26581.213,20
CHE,2000,Switzerland,Wester Europe,64.733327276602,32145.576,14
SYR,2000,Syrian Arab Republic,Middle East and North Africa,0.18324854219676,3356.259,2
TJK,2000,Tajikistan,Former Soviet Republics,0.018792098959193,883.936,5
TZA,2000,Tanzania,Sub-Saharan Africa,0.32468851651533,780.003,7
THA,2000,Thailand,East Asia,4.8388862270968,5014.733,15
BHS,2000,Bahamas,Caribbean,10.587085528901,25188.973,11
TGO,2000,Togo,Sub-Saharan Africa,1.0278014115002,759.337,4
TON,2000,Tonga,Australia and Oceania,0.18379537448308,5366.91,6
TTO,2000,Trinidad and Tobago,Caribbean,12.76518557075,10278.547,10
TUN,2000,Tunisia,Middle East and North Africa,1.2474384409307,5286.691,14
TUR,2000,Turkey,Wester Europe,25.537850464087,7995.564,15
TKM,2000,Turkmenistan,Former Soviet Republics,0.1666141276784,1909.722,4
ARE,2000,United Arab Emirates,Middle East and North Africa,47.189322326022,40817.968,19
UGA,2000,Uganda,Sub-Saharan Africa,0.5227997893032,763.32,6
GBR,2000,United Kingdom of Great Britain & Northern Ireland,Wester Europe,73.804928573281,25721.554,16
UKR,2000,Ukraine,Former Soviet Republics,1.674154222042,3300.695,8
URY,2000,Uruguay,South America,12.369968932569,8161.063,9
USA,2000,United States of America,North America,38.753791509702,36450.138,17
UZB,2000,Uzbekistan,Former Soviet Republics,0.21443669802681,1419.156,8
VUT,2000,Vanuatu,Australia and Oceania,0.19723546131483,3655.712,7
VEN,2000,Venezuela,South America,22.371874443493,8597.312,13
VNM,2000,Vietnam,East Asia,1.0012429211962,1426.129,9
YEM,2000,Yemen,Middle East and North Africa,0.18286164840171,2021.824,9
ZWE,2000,Zimbabwe,Sub-Saharan Africa,2.1299131850196,1203.912,4
ALB,1999,Albania,Eastern Europe,0.33177202367372,3458.595,4
DZA,1999,Algeria,Middle East and North Africa,0.23020629521495,4263.341,10
AGO,1999,Angola,Sub-Saharan Africa,0.17763808844837,2195.678,7
ATG,1999,Antigua and Barbuda,Caribbean,11.178180192265,12985.957,4
ARG,1999,Argentina,South America,10.540642447322,9383.522,11
