ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
ARM,1999,Armenia,Former Soviet Republics,0.26378393054541,1708.809,4
AUS,1999,Australia,Australia and Oceania,33.188913820137,26467.564,13
AUT,1999,Austria,Wester Europe,53.077876277045,27274.378,15
AZE,1999,Azerbaijan,Former Soviet Republics,4.5974520672133,2249.681,6
BHR,1999,Bahrain,Middle East and North Africa,20.82466731054,21732.578,14
BGD,1999,Bangladesh,South Asia,0.11464464281011,838.329,8
BRB,1999,Barbados,Caribbean,7.6286529937646,16397.858,9
BLR,1999,Belarus,Former Soviet Republics,0.23375710965119,4700.772,7
BEL,1999,Belgium,Wester Europe,31.11171947256,25713.436,14
BLZ,1999,Belize,Central America,2.8426636763564,5184.758,7
BEN,1999,Benin,Sub-Saharan Africa,0.10784080862952,1044.521,5
BOL,1999,Bolivia,South America,5.0507497349325,3045.5,9
BIH,1999,Bosnia and Herzegovina,Eastern Europe,1.4607220782365,4241.461,4
BWA,1999,Botswana,Sub-Saharan Africa,5.3335683195318,7727.413,2
BRA,1999,Brazil,South America,8.7396174334528,6867.609,10
BRN,1999,Brunei Darussalam,East Asia,20.338920373127,42274.074,10
BGR,1999,Bulgaria,Eastern Europe,4.3386416407206,5884.635,7
BFA,1999,Burkina Faso,Sub-Saharan Africa,0.044637705104316,845.099,4
BDI,1999,Burundi,Sub-Saharan Africa,0.012222561228539,410.158,7
KHM,1999,Cambodia,East Asia,0.72900835982813,830.807,7
CMR,1999,Cameroon,Sub-Saharan Africa,0.038675610444555,1643.046,6
CAN,1999,Canada,North America,22.721969837647,27993.863,15
CPV,1999,Cape Verde,Sub-Saharan Africa,1.8582668460135,2006.311,3
CAF,1999,Central African Republic,Sub-Saharan Africa,0.11659821214207,625.213,5
CHL,1999,Chile,South America,14.809090227818,9240.861,11
CHN,1999,China,East Asia,3.4013261489096,2164.667,13
COL,1999,Colombia,South America,5.0123088031933,5652.513,6
COD,1999,Congo,Sub-Saharan Africa,0.02477809256509,374.856,5
COG,1999,Congo,Sub-Saharan Africa,0.16423360061804,2707.026,4
HRV,1999,Croatia,Eastern Europe,6.5384596630233,10066.27,10
CYP,1999,Cyprus,Wester Europe,16.385788732684,18839.966,12
CZE,1999,Czech Republic,Eastern Europe,18.934126808552,14508.582,9
DNK,1999,Denmark,Wester Europe,49.404960597599,26952.079,18
DJI,1999,Djibouti,Middle East and North Africa,0.039345073153732,1807.661,4
DMA,1999,Dominica,Caribbean,1.1444593859975,7900.782,4
DOM,1999,Dominican Republic,Caribbean,4.9770159785297,5071.155,10
ECU,1999,Ecuador,South America,3.1186225761466,5368.271,6
EGY,1999,Egypt,Middle East and North Africa,0.72373567226851,3711.602,13
SLV,1999,El Salvador,Central America,8.6250881079151,4639.326,7
GNQ,1999,Equatorial Guinea,Sub-Saharan Africa,0.11948168843557,5443.754,4
EST,1999,Estonia,Former Soviet Republics,28.13023353182,8981.332,9
ETH,1999,Ethiopia,Sub-Saharan Africa,0.01050516976705,446.218,1
FJI,1999,Fiji,Australia and Oceania,2.8976634025608,3321.702,6
FIN,1999,Finland,Wester Europe,63.379911632248,22792.784,20
FRA,1999,France,Wester Europe,36.392936128296,24743.766,14
GAB,1999,Gabon,Sub-Saharan Africa,0.73670394792445,13904.303,8
GMB,1999,Gambia,Sub-Saharan Africa,0.44479161341097,1369.7,8
GEO,1999,Georgia,Former Soviet Republics,2.7739817859011,2125.932,5
DEU,1999,Germany,Wester Europe,28.082108751494,24740.344,15
GHA,1999,Ghana,Sub-Saharan Africa,0.38090105351838,1390.938,8
GRC,1999,Greece,Wester Europe,35.660380184959,17752.117,7
GRD,1999,Grenada,Caribbean,1.983418933173,8886.345,10
GTM,1999,Guatemala,Central America,3.0872115323893,3859.666,10
GIN,1999,Guinea,Sub-Saharan Africa,0.29278293892356,840.374,7
GUY,1999,Guyana,South America,0.3798684562092,4197.737,8
HTI,1999,Haiti,Caribbean,0.29644248855643,1052.852,2
HND,1999,Honduras,Central America,1.2867700333285,2890.492,4
HKG,1999,Hong Kong,East Asia,63.497472828957,24524.547,16
HUN,1999,Hungary,Wester Europe,15.879601408743,11260.574,10
ISL,1999,Iceland,Wester Europe,62.001487052941,26005.366,14
IND,1999,India,South Asia,0.18183789732356,1497.472,5
IDN,1999,Indonesia,East Asia,1.0784186332054,2309.041,16
IRN,1999,Iran,Middle East and North Africa,0.76305370021647,6490.45,6
IRL,1999,Ireland,Wester Europe,44.708733399183,26735.891,15
ISR,1999,Israel,Middle East and North Africa,48.885951959707,20427.686,10
ITA,1999,Italy,Wester Europe,53.269812797471,23312.552,15
CIV,1999,Cote d'Ivoire,Sub-Saharan Africa,1.6271988643641,1678.493,4
JAM,1999,Jamaica,Caribbean,5.6445594473501,6681.704,9
JPN,1999,Japan,East Asia,45.283885010676,24628.04,19
JOR,1999,Jordan,Middle East and North Africa,2.4922019378718,3106.374,10
KAZ,1999,Kazakhstan,Former Soviet Republics,0.33720338364181,4293.025,6
KEN,1999,Kenya,Sub-Saharan Africa,0.07798857559449,1183.624,8
KIR,1999,Kiribati,Australia and Oceania,0.2423537395182,4913.316,2
KWT,1999,Kuwait,Middle East and North Africa,16.497974873584,29290.62,14
KGZ,1999,Kyrgyz Republic,Former Soviet Republics,0.052542782869093,1254.703,2
LAO,1999,Lao People's Democratic Republic,East Asia,0.23133853803544,1108.452,8
LVA,1999,Latvia,Former Soviet Republics,11.457155731773,7009.406,8
LBN,1999,Lebanon,Middle East and North Africa,19.862476898387,8817.946,5
LSO,1999,Lesotho,Sub-Saharan Africa,0.62036759882068,965.25,4
LBY,1999,Libyan Arab Jamahiriya,Middle East and North Africa,0.58905084078172,9232.207,3
LTU,1999,Lithuania,Former Soviet Republics,9.4218289018575,7962.078,8
LUX,1999,Luxembourg,Wester Europe,48.505801496981,50702.174,15
MKD,1999,Macedonia,Eastern Europe,2.3953458537705,5977.614,4
MDG,1999,Madagascar,Sub-Saharan Africa,0.24007243537074,757.184,6
MWI,1999,Malawi,Sub-Saharan Africa,0.20430943999509,556.158,5
MYS,1999,Malaysia,East Asia,13.059022238248,8397.989,14
MDV,1999,Maldives,South Asia,1.0893521965748,3818.274,4
MLI,1999,Mali,Sub-Saharan Africa,0.064015263435789,677.442,4
MUS,1999,Mauritius,Sub-Saharan Africa,8.6214931572771,7645.073,10
MEX,1999,Mexico,North America,7.5565659165919,10403.553,12
MDA,1999,Moldova,Former Soviet Republics,0.43195518033049,1412.656,5
MNG,1999,Mongolia,East Asia,1.4545090327107,2000.672,4
MAR,1999,Morocco,Middle East and North Africa,1.301090289655,2591.632,13
MOZ,1999,Mozambique,Sub-Saharan Africa,0.068788233711662,453.432,3
MMR,1999,Myanmar,East Asia,0.023763902529816,465.159,7
NAM,1999,Namibia,Sub-Saharan Africa,1.615379272207,3872.822,5
NPL,1999,Nepal,South Asia,0.024239584404833,786.166,1
NLD,1999,Netherlands,Wester Europe,42.75900172495,28227.451,15
NZL,1999,New Zealand,Australia and Oceania,36.543512845372,18791.555,13
NIC,1999,Nicaragua,Central America,0.88551333105093,2660.527,7
NER,1999,Niger,Sub-Saharan Africa,0.020780759292161,497.155,3
NGA,1999,Nigeria,Sub-Saharan Africa,0.020862560389602,1079.394,7
NOR,1999,Norway,Wester Europe,59.655182297638,37299.325,19
OMN,1999,Oman,Middle East and North Africa,5.3554088301397,14746.536,15
PAK,1999,Pakistan,South Asia,0.1880305747934,1840.499,10
PAN,1999,Panama,Central America,7.7793087783117,6626.474,4
PNG,1999,Papua New Guinea,Australia and Oceania,0.13469934510816,1735.777,4
PRY,1999,Paraguay,South America,8.3126777920665,4420.406,8
PER,1999,Peru,South America,3.9564832679343,4896.681,10
PHL,1999,Philippines,East Asia,3.74908544694,2290.552,9
POL,1999,Poland,Eastern Europe,10.320573740949,9630.8,8
PRT,1999,Portugal,Wester Europe,45.515111172255,17362.267,11
QAT,1999,Qatar,Middle East and North Africa,14.745130253166,53758.011,10
ROU,1999,Romania,Eastern Europe,6.0831973159435,5806.613,7
RUS,1999,Russian Federation,Former Soviet Republics,0.93065480004787,6789.975,9
RWA,1999,Rwanda,Sub-Saharan Africa,0.14506398046859,590.416,2
KNA,1999,Saint Kitts and Nevis,Caribbean,1.5577017223731,13615.327,4
LCA,1999,Saint Lucia,Caribbean,1.4819205690575,8079.504,6
VCT,1999,Saint Vincent and the Grenadines,Caribbean,1.3162895466217,6557.929,8
WSM,1999,Samoa,Australia and Oceania,1.3883735135783,3326.385,3
SAU,1999,Saudi Arabia,Middle East and North Africa,4.273105318408,17045.743,10
SEN,1999,Senegal,Sub-Saharan Africa,0.91363949961761,1299.17,6
SYC,1999,Seychelles,Sub-Saharan Africa,20.72662601626,13359.574,5
SGP,1999,Singapore,East Asia,42.661783460319,30285.971,12
SVK,1999,Slovakia (Slovak Republic),Eastern Europe,12.294555990632,10923.492,9
SVN,1999,Slovenia,Eastern Europe,31.742307626567,16560.808,9
SLB,1999,Solomon Islands,Australia and Oceania,0.27488072993031,2550.868,6
ZAF,1999,South Africa,Sub-Saharan Africa,11.754219363731,6449.596,11
KOR,1999,Korea,East Asia,51.249773102911,14978.544,14
ESP,1999,Spain,Wester Europe,37.561205879369,21018.944,14
LKA,1999,Sri Lanka,South Asia,1.3728506934005,2691.157,10
SDN,1999,Sudan,Sub-Saharan Africa,0.038958687039503,1036.301,4
SUR,1999,Suriname,South America,3.8025705376835,5938.584,7
SWZ,1999,Swaziland,Sub-Saharan Africa,1.3356561028989,3601.896,2
SWE,1999,Sweden,Wester Europe,57.832064754764,24942.802,19
CHE,1999,Switzerland,Wester Europe,42.841377516827,30488.561,13
SYR,1999,Syrian Arab Republic,Middle East and North Africa,0.02500662675609,3291.849,1
TJK,1999,Tajikistan,Former Soviet Republics,0.010238737879792,814.12,4
TZA,1999,Tanzania,Sub-Saharan Africa,0.15347631381523,751.413,6
THA,1999,Thailand,East Asia,3.7485210981768,4697.446,14
BHS,1999,Bahamas,Caribbean,5.4221958683488,24027.921,10
TGO,1999,Togo,Sub-Saharan Africa,0.35857610693499,774.657,3
TON,1999,Tonga,Australia and Oceania,0.1436914329115,5214.383,5
TUN,1999,Tunisia,Middle East and North Africa,0.58464911477894,5006.765,13
TUR,1999,Turkey,Wester Europe,13.047917607959,7424.514,14
TKM,1999,Turkmenistan,Former Soviet Republics,0.089899216236158,1601.873,3
ARE,1999,United Arab Emirates,Middle East and North Africa,28.761860461259,35085.499,18
UGA,1999,Uganda,Sub-Saharan Africa,0.23974170275398,730.169,5
GBR,1999,United Kingdom of Great Britain & Northern Ireland,Wester Europe,46.334319577406,24181.781,15
UKR,1999,Ukraine,Former Soviet Republics,0.43869573184484,3020.212,7
URY,1999,Uruguay,South America,9.6446717382658,8153.707,8
USA,1999,United States of America,North America,30.80808942269,34619.9,16
UZB,1999,Uzbekistan,Former Soviet Republics,0.16505895374226,1354.5,7
VUT,1999,Vanuatu,Australia and Oceania,0.16542962072502,3451.698,6
VEN,1999,Venezuela,South America,15.844851588655,8268.141,12
VNM,1999,Vietnam,East Asia,0.42196328996023,1323.522,8
YEM,1999,Yemen,Middle East and North Africa,0.16246631819108,1920.317,8
ALB,1998,Albania,Eastern Europe,0.16839795805447,3136.03,3
DZA,1998,Algeria,Middle East and North Africa,0.058402809694282,4136.182,9
AGO,1998,Angola,Sub-Saharan Africa,0.074747620216933,2157.587,6
ATG,1998,Antigua and Barbuda,Caribbean,2.0213998868016,12496.392,3
ARG,1998,Argentina,South America,7.3965955956771,9665.345,10
ARM,1998,Armenia,Former Soviet Republics,0.25156137667132,1598.21,3
AUS,1998,Australia,Australia and Oceania,26.167157376244,25336.829,12
AUT,1998,Austria,Wester Europe,28.628860023491,26021.607,14
AZE,1998,Azerbaijan,Former Soviet Republics,0.81408135302826,2017.012,5
BHR,1998,Bahrain,Middle East and North Africa,14.90809457571,20850.793,13
BGD,1998,Bangladesh,South Asia,0.058833439270132,799.325,7
BRB,1998,Barbados,Caribbean,4.5219881674643,16145.953,8
BLR,1998,Belarus,Former Soviet Republics,0.12057608286349,4475.936,6
BEL,1998,Belgium,Wester Europe,17.179936096386,24536.246,13
BLZ,1998,Belize,Central America,1.5705317593954,4788.943,6
BEN,1998,Benin,Sub-Saharan Africa,0.096020877132229,1005.492,4
BOL,1998,Bolivia,South America,2.9357756741111,3061.959,8
BIH,1998,Bosnia and Herzegovina,Eastern Europe,0.72353269918986,3849.208,3
BWA,1998,Botswana,Sub-Saharan Africa,0.89767561702641,7160.549,1
BRA,1998,Brazil,South America,4.3477405785854,6855.248,9
BRN,1998,Brunei Darussalam,East Asia,15.487651869085,41410.956,9
BGR,1998,Bulgaria,Eastern Europe,1.5620610546938,5645.761,6
BFA,1998,Burkina Faso,Sub-Saharan Africa,0.024890962993976,806.519,3
BDI,1998,Burundi,Sub-Saharan Africa,0.0096158737603278,408.504,6
KHM,1998,Cambodia,East Asia,0.5117999741034,744.069,6
CMR,1998,Cameroon,Sub-Saharan Africa,0.033095248323246,1595.08,5
CAN,1998,Canada,North America,17.736895549592,26498.212,14
CPV,1998,Cape Verde,Sub-Saharan Africa,0.23947484575003,1802.522,2
CAF,1998,Central African Republic,Sub-Saharan Africa,0.046681950979664,605.662,4
CHL,1998,Chile,South America,6.3974378614593,9298.498,10
CHN,1998,China,East Asia,1.8860713685549,1999.366,12
COL,1998,Colombia,South America,4.6676684974737,5891.675,5
COD,1998,Congo,Sub-Saharan Africa,0.02110880767111,393.748,4
COG,1998,Congo,Sub-Saharan Africa,0.11447454663521,2819.094,3
HRV,1998,Croatia,Eastern Europe,4.0066943629872,10128.497,9
CYP,1998,Cyprus,Wester Europe,12.822012246157,17919.272,11
CZE,1998,Czech Republic,Eastern Europe,9.3816115648072,14055.024,8
DNK,1998,Denmark,Wester Europe,36.438281101258,26000.693,17
DJI,1998,Djibouti,Middle East and North Africa,0.031432073859659,1778.742,3
DMA,1998,Dominica,Caribbean,0.92467458567466,7665.125,3
DOM,1998,Dominican Republic,Caribbean,2.4948841434542,4769.73,9
ECU,1998,Ecuador,South America,2.0162999999834,5637.733,5
EGY,1998,Egypt,Middle East and North Africa,0.13900950954828,3522.48,12
SLV,1998,El Salvador,Central America,2.3259301328681,4452.01,6
GNQ,1998,Equatorial Guinea,Sub-Saharan Africa,0.061043034311529,4410.044,3
EST,1998,Estonia,Former Soviet Republics,17.827100223669,8793.269,8
FJI,1998,Fiji,Australia and Oceania,0.99923059244382,3022.073,5
FIN,1998,Finland,Wester Europe,55.227217730864,21676.668,19
FRA,1998,France,Wester Europe,19.118260719723,23697.861,13
GAB,1998,Gabon,Sub-Saharan Africa,0.822964914902,15431.235,7
GMB,1998,Gambia,Sub-Saharan Africa,0.43544606912448,1322.503,7
GEO,1998,Georgia,Former Soviet Republics,1.234098639036,2019.874,4
DEU,1998,Germany,Wester Europe,16.662132573809,24011.068,14
GHA,1998,Ghana,Sub-Saharan Africa,0.23236348721647,1343.428,7
GRC,1998,Greece,Wester Europe,18.785395259124,17006.217,6
GRD,1998,Grenada,Caribbean,1.3918777516732,8152.227,9
GTM,1998,Guatemala,Central America,1.0424100816661,3768.248,9
GIN,1998,Guinea,Sub-Saharan Africa,0.25501284641846,808.748,6
GUY,1998,Guyana,South America,0.1971455921554,4039.525,7
HTI,1998,Haiti,Caribbean,0.12069000891899,1028.643,1
HND,1998,Honduras,Central America,0.58353031829291,2966.468,3
HKG,1998,Hong Kong,East Asia,48.15693695588,23770.666,15
HUN,1998,Hungary,Wester Europe,10.407085057508,10729.722,9
ISL,1998,Iceland,Wester Europe,37.836347275841,24932.012,13
IND,1998,India,South Asia,0.11737200514354,1381.267,4
IDN,1998,Indonesia,East Asia,0.52505796293688,2284.739,15
IRN,1998,Iran,Middle East and North Africa,0.61770199790183,6376.616,5
IRL,1998,Ireland,Wester Europe,25.521442733093,24000.252,14
ISR,1998,Israel,Middle East and North Africa,37.247165563564,19927.88,9
ITA,1998,Italy,Wester Europe,36.04026525593,22657.368,14
CIV,1998,Cote d'Ivoire,Sub-Saharan Africa,0.59088638788531,1664.298,3
JAM,1998,Jamaica,Caribbean,3.1033135323953,6586.559,8
JPN,1998,Japan,East Asia,37.747743144963,24375.9,18
JOR,1998,Jordan,Middle East and North Africa,1.7605442781296,3036.131,9
KAZ,1998,Kazakhstan,Former Soviet Republics,0.19988907166064,4106.491,5
KEN,1998,Kenya,Sub-Saharan Africa,0.036219866307072,1165.605,7
KIR,1998,Kiribati,Australia and Oceania,0.027132021952272,5066.273,1
KWT,1998,Kuwait,Middle East and North Africa,14.516248908378,29196.706,13
KGZ,1998,Kyrgyz Republic,Former Soviet Republics,0.027985828805503,1209.922,1
LAO,1998,Lao People's Democratic Republic,East Asia,0.12601435895834,1069.069,7
LVA,1998,Latvia,Former Soviet Republics,6.9351665872901,6656.133,7
LBN,1998,Lebanon,Middle East and North Africa,16.226645095366,8884.017,4
LSO,1998,Lesotho,Sub-Saharan Africa,0.51715920675952,968.8,3
LBY,1998,Libyan Arab Jamahiriya,Middle East and North Africa,0.39926216352181,9211.669,2
LUX,1998,Luxembourg,Wester Europe,30.645744585919,46767.399,14
MKD,1998,Macedonia,Eastern Europe,1.4945480068968,5672.858,3
MDG,1998,Madagascar,Sub-Saharan Africa,0.088588671723603,734.494,5
MWI,1998,Malawi,Sub-Saharan Africa,0.098129190350069,544.17,4
MYS,1998,Malaysia,East Asia,9.8411737442673,8002.117,13
MDV,1998,Maldives,South Asia,0.60863995876711,3582.257,3
MLI,1998,Mali,Sub-Saharan Africa,0.046054694196522,646.428,3
MUS,1998,Mauritius,Sub-Saharan Africa,5.1513015882214,7277.542,9
MEX,1998,Mexico,North America,3.3268898427313,10130.443,11
MDA,1998,Moldova,Former Soviet Republics,0.16582608633854,1439.0,4
MNG,1998,Mongolia,East Asia,0.3834237979163,1939.303,3
MAR,1998,Morocco,Middle East and North Africa,0.4163872635366,2584.045,12
MOZ,1998,Mozambique,Sub-Saharan Africa,0.038759156022115,420.653,2
MMR,1998,Myanmar,East Asia,0.017996160875366,421.69,6
NAM,1998,Namibia,Sub-Saharan Africa,1.077515349068,3835.35,4
NLD,1998,Netherlands,Wester Europe,21.356592963796,26762.299,14
NZL,1998,New Zealand,Australia and Oceania,20.88030300227,17800.811,12
NIC,1998,Nicaragua,Central America,0.37276923772254,2518.235,6
NER,1998,Niger,Sub-Saharan Africa,0.013243912218289,500.374,2
NGA,1998,Nigeria,Sub-Saharan Africa,0.017113416541218,1088.326,6
NOR,1998,Norway,Wester Europe,46.674571909477,36316.999,18
OMN,1998,Oman,Middle East and North Africa,4.3305940116723,14895.44,14
PAK,1998,Pakistan,South Asia,0.14229629927306,1781.795,9
PAN,1998,Panama,Central America,2.9280624595138,6393.912,3
PNG,1998,Papua New Guinea,Australia and Oceania,0.10889172013456,1722.517,3
PRY,1998,Paraguay,South America,4.5124244672729,4418.511,7
PER,1998,Peru,South America,2.9461950709604,4857.994,9
PHL,1998,Philippines,East Asia,2.3303920722698,2237.995,8
POL,1998,Poland,Eastern Europe,5.0253372610736,9085.818,7
PRT,1998,Portugal,Wester Europe,30.076996519456,16517.069,10
QAT,1998,Qatar,Middle East and North Africa,11.947664013286,52835.598,9
ROU,1998,Romania,Eastern Europe,2.8740570757341,5763.99,6
RUS,1998,Russian Federation,Former Soviet Republics,0.50580998412151,6268.968,8
RWA,1998,Rwanda,Sub-Saharan Africa,0.072003405473065,590.408,1
KNA,1998,Saint Kitts and Nevis,Caribbean,0.99119190826969,13599.797,3
LCA,1998,Saint Lucia,Caribbean,1.2404355887499,7766.746,5
VCT,1998,Saint Vincent and the Grenadines,Caribbean,0.69493991086237,6239.639,7
WSM,1998,Samoa,Australia and Oceania,0.85281457621454,3331.258,2
SAU,1998,Saudi Arabia,Middle East and North Africa,3.2576851766888,17348.058,9
SEN,1998,Senegal,Sub-Saharan Africa,0.29279543423618,1234.809,5
SYC,1998,Seychelles,Sub-Saharan Africa,6.663157489312,13185.853,4
SGP,1998,Singapore,East Asia,29.305023615079,28342.609,11
SVK,1998,Slovakia (Slovak Republic),Eastern Europe,8.6233644174016,10787.069,8
SVN,1998,Slovenia,Eastern Europe,8.1257799906074,15502.028,8
SLB,1998,Solomon Islands,Australia and Oceania,0.18143941939386,2553.13,5
ZAF,1998,South Africa,Sub-Saharan Africa,7.668404141214,6305.267,10
KOR,1998,Korea,East Asia,30.817497920547,13431.638,13
ESP,1998,Spain,Wester Europe,16.203003769802,19886.291,13
LKA,1998,Sri Lanka,South Asia,0.93779189581607,2490.741,9
SDN,1998,Sudan,Sub-Saharan Africa,0.026421438035307,852.372,3
SUR,1998,Suriname,South America,1.3233609446598,5995.612,6
SWZ,1998,Swaziland,Sub-Saharan Africa,0.45688378043138,3469.746,1
SWE,1998,Sweden,Wester Europe,46.370673782028,23515.463,18
CHE,1998,Switzerland,Wester Europe,23.878031996885,29762.278,12
TJK,1998,Tajikistan,Former Soviet Republics,0.006967859586348,798.543,3
TZA,1998,Tanzania,Sub-Saharan Africa,0.11713972456604,722.397,5
THA,1998,Thailand,East Asia,3.2062029196283,4448.182,13
BHS,1998,Bahamas,Caribbean,2.7841587163621,22471.086,9
TGO,1998,Togo,Sub-Saharan Africa,0.16231271817535,770.993,2
TON,1998,Tonga,Australia and Oceania,0.13406761132768,5051.124,4
TUN,1998,Tunisia,Middle East and North Africa,0.41720464755579,4717.233,12
TUR,1998,Turkey,Wester Europe,5.7188545272016,7684.011,13
TKM,1998,Turkmenistan,Former Soviet Republics,0.068254835343173,1380.142,2
ARE,1998,United Arab Emirates,Middle East and North Africa,17.914594454036,35681.86,17
UGA,1998,Uganda,Sub-Saharan Africa,0.13169186158782,686.208,4
GBR,1998,United Kingdom of Great Britain & Northern Ireland,Wester Europe,25.437685313572,23243.451,14
